Administrative,Informational,ProductRelated,ExitRates,Revenue,TrafficType_2,TrafficType_3,TrafficType_4,TrafficType_5,TrafficType_6,TrafficType_8,TrafficType_10,TrafficType_11,TrafficType_13,TrafficType_20,TrafficType_Other,Month_Dec,Month_Mar,Month_May,Month_Nov,VisitorType_New_Visitor,is_special_day,Administrative_Duration_log,PageValues_log,Visited_Informational,ProductRelated_Duration_sqrt,has_bounce,high_exit_rate
2,0,26,0.0125,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,0,4.330733340286331,2.253872562306057,0,45.36849126872085,0,0
0,0,42,0.051219512,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,0.0,0.0,0,45.36794022214365,1,0
1,0,110,0.004892966,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,4.613138355637268,0.0,0,45.34852357023324,0,0
0,0,91,0.023937057,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.0,0.0,0,45.34431586207912,1,0
8,2,30,0.001041667,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,5.369474560864365,3.1339549536116413,1,45.33036142586997,0,0
1,0,12,0.015384615,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,1.791759469228055,0.0,0,45.32475408648126,0,0
7,2,28,0.011877551,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,4.990432586778736,1.9153078637360488,1,45.322337605203025,0,0
0,1,43,0.039015152,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0.0,0.0,1,45.32034127188364,1,0
1,0,12,0.016666667,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,3.5553480614894135,0.0,0,45.30820381564469,1,0
0,0,53,0.003921569,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0,0.0,3.979655864597457,0,45.30038631181858,0,0
0,0,53,0.017735849,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.0,0.0,0,45.29311942226987,1,0
6,1,62,0.012789661,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1,4.216159861366181,2.8947943167278543,1,45.28129573013564,1,0
4,0,59,0.022337803,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,4.354141431184346,0.0,0,45.2801545823333,1,0
0,3,60,0.028381703,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.0,0.0,1,45.2790437509451,1,0
6,2,23,0.033333333,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,4.738389029774314,4.568036105765314,1,45.27416481835971,1,0
5,1,66,0.012765306,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,5.267858159063328,3.416353659151453,1,45.27094510831423,1,0
0,0,40,0.033880952,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,0.0,0.0,0,45.24193207633821,1,0
3,0,21,0.032,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,6.154858094016418,3.117737494339891,0,45.238258145070084,1,0
1,0,37,0.016666667,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0,4.727387818712341,2.592104017399871,0,45.205088209182826,1,0
3,2,27,0.067323481,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1,6.006763584479219,0.0,1,45.191260216993285,1,0
3,0,29,0.047324629,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,4.582924577040772,0.0,0,45.184363080605664,1,0
6,0,86,0.00786268,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,4.7318028369214575,1.9331797717056873,0,45.180012726868505,1,0
4,0,16,0.055,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,5.160491049640633,0.0,0,45.17835026868511,1,0
3,0,30,0.022727273,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,4.916324614625014,1.6771925834004118,0,45.168204159563395,0,0
5,6,20,0.016296296,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,6.298949246855942,3.2729570811557744,1,45.155287619502545,0,0
3,1,62,0.0254662,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0,5.05465217951303,2.923306443881895,0,45.1527709780917,1,0
11,0,44,0.028421053,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0,5.4303419425568915,0.0,0,45.14479231317827,1,0
3,0,13,0.021428571,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,0,4.143134726391533,0.0,0,45.14421336118285,0,0
0,0,39,0.015555556,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.0,0.0,0,45.105062542911966,1,0
3,0,58,0.035172414,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,6.3216671707156,0.0,0,45.10279265189685,1,0
12,1,45,0.007154088,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,5.693603863909161,3.101552877554942,0,45.09817333329588,0,0
12,2,33,0.020476926,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,6.235451850226782,1.9066552723927517,1,45.0843620560389,0,0
3,0,62,0.01881429,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,4.777441406928545,0.0,0,45.08211352631995,1,0
0,0,47,0.023877069,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.0,0.0,0,45.080735652826256,1,0
2,0,46,0.023913043,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,6.051147549269156,0.0,0,45.072238318060045,1,0
0,0,11,0.036363636,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0.0,0.0,0,45.03887209955418,0,0
0,3,45,0.020652174,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0.0,0.0,1,45.035237525742,1,0
5,0,15,0.039,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,5.1310814471721224,0.0,0,45.01814448641792,1,0
3,1,15,0.07254902,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,3.2798365246041246,0.0,0,45.01639912298628,1,0
2,0,32,0.029411765,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2.8903717578961645,0.8469452633750396,0,45.013331358609754,0,0
2,0,91,0.018752216,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,3.5263605246161616,0.0,0,44.986108967102275,1,0
4,0,17,0.011111111,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,4.039536325727106,0.0,0,44.97999555357915,0,0
0,0,24,0.048611111,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0,0.0,0.0,0,44.9694340635948,1,0
3,0,15,0.023529412,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,4.507189777664652,2.5300391136725966,0,44.96796390765319,1,0
2,0,62,0.015641026,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3.6988297849671046,0.0,0,44.96384911237026,1,0
0,0,26,0.030769231,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,0.0,0,44.959982206402174,1,0
0,0,58,0.031609195,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.0,0.0,0,44.959101781508046,1,0
1,0,53,0.015734266,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,3.9982007016691985,0.0,0,44.94250294543018,1,0
3,3,65,0.017081105,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,3.9734316336194855,1.4534259022390854,1,44.94184540047282,1,0
0,0,64,0.027936058,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.0,0.0,0,44.930636162867756,1,0
1,0,45,0.030822511,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,3.6506582412937387,0.0,0,44.92549387597202,1,0
1,0,42,0.023696145,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,4.414009680526933,0.0,0,44.916819945316696,0,0
0,0,6,0.011111111,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0.0,0.0,0,44.91287863185792,0,0
2,0,53,0.036363636,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2.7212954278522306,2.2142304140327216,0,44.90619853650496,1,0
9,1,120,0.012613585,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,4.486386649998124,3.538397722457387,1,44.90617330612797,1,0
6,2,42,0.028841026,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,5.117686686815402,3.3197761611373364,1,44.90117353700235,1,0
1,0,18,0.034166667,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,5.652489180268651,2.394657694128341,0,44.88225336366257,1,0
3,0,43,0.009090909,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,4.4355674016019115,0.0,0,44.87381780058389,0,0
5,2,31,0.014141414,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,4.912129537470697,2.2494719619182697,1,44.87310149744499,0,0
10,0,59,0.011431235,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0,5.898069199416938,4.01921052805187,0,44.865362965209584,1,0
2,0,70,0.001408451,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0,3.560504810574591,0.0,0,44.862689977307426,0,0
4,1,40,0.023484848,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,4.608497976047543,2.3859744440351265,1,44.85495142121993,1,0
15,2,49,0.024273772,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,5.674331033431256,2.463181860371281,1,44.8499026197382,1,0
1,0,44,0.012301587,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,1.9459101490553132,0.0,0,44.84758138406128,0,0
2,0,39,0.0125,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0,3.8394523125933104,4.002531737801218,0,44.84463922254253,0,0
8,0,65,0.02037037,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,4.694868775685369,2.9140609680596605,0,44.82076498677817,1,0
2,0,21,0.022857143,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,3.044522437723423,0.0,0,44.82001040829866,0,0
3,0,54,0.0136723,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0,3.265759410767051,0.0,0,44.81971823873952,1,0
4,0,45,0.018657031,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,4.814214812922799,0.0,0,44.80538604900085,1,0
1,0,58,0.027298851,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2.954910279033736,0.0,0,44.80186008415276,1,0
1,0,16,0.054166667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.0,0.0,0,44.799553569204235,1,0
1,0,79,0.006439185,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,3.7954891891721947,0.0,0,44.79770547695495,1,0
1,0,61,0.015460019,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3.385519568830059,1.1116174300209902,0,44.796073019852976,1,0
4,3,160,0.013361447,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,6.493007217325522,2.346931978021944,1,44.795012222344575,1,0
6,1,22,0.032738095,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,5.315174483614459,2.2030113043332933,0,44.788912322136156,1,0
0,0,52,0.019337607,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0.0,0.0,0,44.77396936837296,0,0
1,0,13,0.04047619,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,2.5649493574615367,0.0,0,44.771642811047265,1,0
9,2,59,0.030961792,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,4.846257052049654,0.0,1,44.77020762739436,1,0
8,8,45,0.00755102,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,4.946500731889621,1.8835362831316589,1,44.75952582411927,1,0
5,3,51,0.008874272,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,4.327438444389479,3.8140901522607056,1,44.759085993795715,0,0
5,0,33,0.029566569,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,5.158188628936729,2.951460733060365,0,44.75281310711093,0,0
4,2,93,0.026598639,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,4.6210435351443815,0.0,1,44.752206649505005,1,0
3,0,70,0.004166667,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0,4.700480365792417,0.0,0,44.746508243660756,0,0
9,3,76,0.023333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,5.233778845410465,0.0,1,44.74629160053378,1,0
0,0,20,0.013492063,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0,0.0,0.0,0,44.741852140920585,1,0
6,1,38,0.030232558,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3.8155121050473024,0.0,0,44.74036209062238,1,0
1,0,73,0.003703704,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1.6094379124341003,0.0,0,44.72827218885165,0,0
0,0,15,0.020512821,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0.0,0.0,0,44.71949611746537,1,0
8,6,45,0.01644733,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,5.867155800836491,1.3460729703156928,1,44.70396046213355,1,0
1,0,31,0.037373737,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,3.091042453358316,0.0,0,44.701789673345296,1,0
0,0,33,0.00625,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.0,3.8081039745539664,0,44.68575463164967,0,0
12,5,90,0.027807876,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,5.384877252589299,0.0,1,44.682948750054535,1,0
7,3,55,0.025396825,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0,3.977810745966149,1.0408066065717227,1,44.670646592589186,1,0
1,0,60,0.003389831,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,0,0.0,4.136473098684588,0,44.67008693745738,0,0
1,1,36,0.026587302,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0,3.7612001156935624,0.0,1,44.65982534672521,1,0
3,2,60,0.037014927,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,5.687653092726317,0.0,1,44.654493368528996,1,0
12,0,60,0.011984127,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,5.532862340718511,2.6455750721948457,0,44.65327823351831,1,0
2,5,44,0.041246499,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,4.312140507209715,1.6307416070745848,1,44.64747100340623,1,0
4,0,15,0.014285714,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,5.879135362134062,2.936692238397974,0,44.642095235326934,0,0
0,1,30,0.003333333,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.0,2.325031376377504,1,44.641161868840285,0,0
3,0,59,0.034331797,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,5.3734248390348425,2.651887682488065,0,44.640041812256406,1,0
18,0,58,0.015829187,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,5.568962270156046,0.0,0,44.63986232057621,1,0
2,1,64,0.022398206,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,3.9259259105971376,3.1241488183053012,0,44.629839423865285,1,0
1,0,43,0.024031008,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,1.791759469228055,2.0655664770035442,0,44.61081707388915,1,0
2,0,55,0.005330144,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,4.707726774313183,1.9155827811857136,0,44.597437471226975,1,0
9,0,35,0.030662021,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,4.829313237635384,0.0,0,44.59437557585037,1,0
0,0,80,0.06514881,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1,0.0,0.0,0,44.58176009311431,1,0
2,10,54,0.019939049,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,4.48863636973214,3.2894000630544085,1,44.57076528398407,1,0
9,5,68,0.009553204,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,5.220355825078324,2.901208122398192,1,44.56738173821747,0,0
0,0,33,0.02969697,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,0.0,0,44.56381192178245,0,0
17,0,76,0.031102029,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,6.441733046726394,0.0,0,44.563372886261654,1,0
0,0,13,0.05,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0,0.0,0.0,0,44.553338819890925,1,0
0,0,20,0.055,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.0,0.0,0,44.553338819890925,1,0
2,1,55,0.003486395,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0,4.66814498514948,0.0,1,44.54239553504055,0,0
1,1,78,0.007916667,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2.3978952727983707,2.8035798331887576,1,44.53342148319619,1,0
6,0,80,0.033499444,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,4.060443010546419,0.0,0,44.52959155438101,1,0
3,0,67,0.010971792,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,3.6528204042118406,0.0,0,44.52553886254494,1,0
7,6,42,0.021383648,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,5.712742216027673,2.6391887224114186,1,44.508613402351685,1,0
5,1,29,0.026262626,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,4.7059200890882344,0.0,1,44.50018726926888,1,0
1,2,63,0.015025253,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0,0.0,0.0,1,44.49986623575401,0,0
10,1,80,0.024224806,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,5.103720778675999,3.03174370544952,1,44.48932456219132,1,0
0,0,25,0.06,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,0.0,0,44.48258086037725,1,0
3,2,58,0.000409836,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,5.043425116919247,0.0,1,44.477120927506085,0,0
2,1,29,0.016222222,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0,4.032025797822842,0.0,1,44.47638485758482,1,0
4,0,56,0.007471264,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1,3.22552036771932,0.0,0,44.46779832642943,0,0
2,0,35,0.014912281,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,3.963982744422148,3.6687680423737468,0,44.46403040661069,1,0
0,0,44,0.032142857,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0.0,0.0,0,44.45025309264279,0,0
10,4,26,0.029411765,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,6.142359934214568,0.0,1,44.44809706837853,1,0
4,0,31,0.01,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,3.586985146432596,0.0,0,44.44612843656914,0,0
0,0,54,0.016049383,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.0,0.0,0,44.44610165132596,1,0
12,4,47,0.015186147,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,5.319491601779443,0.0,1,44.442378424202275,1,0
0,0,106,0.014426543,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0.0,0.8433481182724616,0,44.43762591543342,1,0
9,5,35,0.018866213,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,5.376358071396745,2.792948889547326,1,44.43368520615863,1,0
6,3,25,0.030238095,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0,4.835179006122748,3.254127131880836,1,44.39813559148627,1,0
3,2,55,0.001724138,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,4.553876891600541,4.577337585947875,1,44.394197875398085,0,0
0,0,29,0.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,4.62227903931122,0,44.384682042344295,0,0
0,0,45,0.037925926,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,0.0,0,44.384682042344295,1,0
10,3,52,0.023015892,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,5.37427481768207,2.9313362686604973,1,44.37277276664148,1,0
2,2,10,0.021428571,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,0,5.117993812416755,0.0,1,44.364963653766246,1,0
7,0,60,0.0154654,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0,5.254561384592994,1.2885015811122689,0,44.35966820209547,1,0
0,3,76,0.014700317,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0.0,0.0,1,44.34063973377019,1,0
0,0,61,0.041065574,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0.0,0.0,0,44.32659723010554,1,0
2,0,26,0.024074074,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,4.886582645426277,3.546518690200536,0,44.277251495547915,1,0
2,0,75,0.027146119,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0,3.6216707044204863,0.0,0,44.26403463309688,1,0
0,0,20,0.035185185,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.0,0.0,0,44.2587091203528,1,0
0,3,15,0.00625,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.0,0.0,1,44.24496205219302,0,0
4,0,14,0.014117647,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0,6.804060042643372,4.665898068355325,0,44.24364361125788,0,0
14,12,30,0.022907353,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,7.141179139967843,0.0,1,44.22694000267258,1,0
5,0,41,0.002439024,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,5.469114437490037,3.0946633844133267,0,44.224239202048466,0,0
1,0,103,0.037057104,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,1.8718021769015913,0.0,0,44.217289435242414,1,0
7,0,59,0.003225806,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,3.960813169597578,0.0,0,44.212601902625,0,0
4,0,23,0.006666667,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,4.1956970564823886,2.7810504134403353,0,44.20859644910705,0,0
9,0,117,0.007295031,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,5.681195975983405,1.326293562263571,0,44.198840618278666,1,0
0,0,12,0.068333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.0,0.0,0,44.189930979805794,1,0
0,0,3,0.122222222,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.0,0.0,0,44.1871021905714,1,0
0,0,81,0.024773663,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.0,0.0,0,44.16832431732044,1,0
2,0,15,0.007291667,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0,4.135166556742356,0.0,0,44.1631822562641,0,0
3,0,96,0.014405743,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,5.10189688517174,0.0,0,44.1548100664016,1,0
4,1,56,0.021055381,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,5.68082248722027,2.753210358093762,1,44.144237959217286,1,0
3,0,34,0.041643072,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,4.783734693904334,0.0,0,44.13715365766125,1,0
0,0,14,0.021428571,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.0,0.0,0,44.130488327232456,0,0
6,1,33,0.020602653,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,6.35350009728881,0.0,0,44.12417542572326,1,0
7,0,59,0.010578704,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,6.04559755568791,3.385379282240904,0,44.1123187669839,1,0
4,0,22,0.008333333,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,6.333279628139691,0.0,0,44.10782243548189,0,0
0,0,122,0.033333333,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1,0.0,0.0,0,44.105798133578766,1,0
3,0,46,0.013333333,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0,5.326661839557179,0.0,0,44.07871746092438,1,0
7,2,52,0.029824561,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0,5.32544603393629,0.0,1,44.05772727910508,1,0
9,0,35,0.02917153,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,5.457977432085757,0.0,0,44.057538140481704,1,0
2,0,97,0.032369194,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0,4.7535901911063645,0.0,0,44.048762207353796,1,0
10,0,48,0.010539084,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0,6.1998328129076965,0.0,0,44.040562110399996,1,0
2,0,26,0.026352357,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,2.6996819514316934,3.2464846825427487,0,44.0358484873404,1,0
2,0,89,0.01808048,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,3.7256934272366524,0.0,0,44.034039628451076,1,0
4,0,39,0.023809524,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,4.343805421853684,1.873950051643186,0,44.00624955617099,1,0
9,0,97,0.008928355,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,5.0428873381486135,0.0,0,43.99871715175341,1,0
5,0,125,0.008031496,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,4.143134726391533,0.0,0,43.99244839742385,0,0
9,0,54,0.022222222,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,5.43197375136071,3.765778481984689,0,43.98933177487469,1,0
0,0,103,0.044501535,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1,0.0,0.0,0,43.9885537043445,1,0
4,0,36,0.043815476,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,5.305907535696565,0.0,0,43.98852664047752,1,0
1,0,61,0.01662531,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0.0,0.0,0,43.97983353765678,1,0
9,1,51,0.032132434,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1,4.175743815371626,0.0,1,43.97611772314605,1,0
7,0,72,0.026377261,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,4.650143551630823,2.1754717437967797,0,43.97225555961395,1,0
0,0,55,0.017355372,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.0,0.0,0,43.97071310542962,1,0
9,1,41,0.021222361,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,4.929585906890865,0.0,1,43.968675713512226,1,0
2,0,33,0.025196078,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,4.351567427189173,0.0,0,43.96267356519619,0,0
